Rarity,Color,Cost,Title,Power,Health,Type,SubType,Text,Exp,Legendary,Land Average Percentage to Hit,Charges,Generates,Artist,Reminders
C,G,2,Baby Mammoth,2,2,Creature,Beast,Finale: Add a Mama Mammoth to the top 5 cards of your deck.,Opening Ceremony,,,,Mama Mammoth,Anastasia Shevchenko (Room 8),Finale
C,G,3,Grove Protector,3,4,Creature,Elemental,Debut: Fully heal a friendly creature.,Opening Ceremony,,,,,Kudaman,"Debut;Fully heal"
C,G,3,Vinewhip Druid,2,2,Creature,Elf Mystic,"After you get a mana gem, this gets +1/+1.",Opening Ceremony,,,,,John Donahue,
C,G,4,Hungry Goat,4,4,Creature,Beast,"Debut: Destroy an enemy artifact. If there are none, this gets +2/+0.",Opening Ceremony,,,,,Karina Khoroshaylo (Room 8),Debut
C,G,4,Spearcrown Stag,3,4,Creature,Beast,Debut: Fight an enemy creature.,Opening Ceremony,,,,,Tomas Muir,Debut
C,G,4,Vicious Mongrel,4,5,Creature,Beast,Haste,Opening Ceremony,,,,,Kudaman,Haste
C,G,5,Angler Wurm,5,6,Creature,Monster,"At the end of your turn, fully heal this.",Opening Ceremony,,,,,Alexandra Frantseva,Fully heal
C,G,5,Fungal Beast,5,5,Creature,Beast,Debut: Draft an upgrade for this creature.,Opening Ceremony,,,,,Yangtian Li,"Debut;Draft;Upgrade"
C,G,2,Oakenhide,,,Spell,,Give a friendly creature +2/+2.,Opening Ceremony,,,,,John Donahue,
C,G,1,Step Over,,,Trap,,"If a friendly creature is blocked, give it trample.",Opening Ceremony,,,,,Pablo Carpio,"Trample;Trap"
C,G,3,Wurm's Wake,,,Trap,,"At the end of your opponent's turn, summon a Wurm.",Opening Ceremony,,,,Wurm,Brian Valeza,Trap
C,G,2,Staff of Fortitude,,,Artifact,,Activate: Give a friendly creature +0/+2.,Opening Ceremony,,,2,,Quentin Regnes,Activate
R,G,1,Birds of Paradise,0,1,Creature,Bird,"Flying
Debut: Get a fragile mana gem.",Opening Ceremony,,,,,Maria Poliakova,"Flying;Debut;Fragile"
R,G,1,Channeler of Might,2,2,Creature,Mystic,Debut: Gets +1/+1 if you have a creature in hand with power 5 or greater.,Opening Ceremony,,,,,Dmitry Klyushkin,Debut
R,G,1,Mysterious Cocoon,0,1,Creature,???,"Finale: At the end of this turn, summon a random 1-cost creature.",Opening Ceremony,,,,,Zoltan Boros,Finale
R,G,2,Treetop Lookout,3,2,Creature,Elf,Debut: Disarm all traps in your opponent's hand.,Opening Ceremony,,,,,Robert Kim,Debut
R,G,3,Briarfox,3,3,Creature,Elemental,Attack: Gets a random upgrade.,Opening Ceremony,,,,,John Donahue,"Attack;Upgrade"
R,G,3,Elite Forest Guard,3,2,Creature,Elf,"Debut: Draft a Naturalize, a Plummet, or a Nuzzle and add it to your hand.",Opening Ceremony,,,,"Naturalize;Plummet;Nuzzle",Mariya Smirnova (Room 8),"Debut;Draft"
R,G,4,Elvish Explorer,4,4,Creature,Elf Mystic,"After this fights during your turn, get an empty mana gem.",Opening Ceremony,,,,,Rudy Siswanto,Empty
R,G,5,Barreling Hippo,5,5,Creature,Beast,"Trample
Debut: Give all other friendly creatures trample.",Opening Ceremony,,,,,Izzy,"Trample;Debut"
R,G,7,Brawling Behemoth,5,8,Creature,Monster,"Reach
Debut: Fight an enemy creature.",Opening Ceremony,,,,,Izzy,"Reach;Debut"
R,G,9,Crush of Wurms,6,6,Creature,Monster,Debut: Summon 2 copies of this creature.,Opening Ceremony,,,,,Quentin Regnes,Debut
R,G,3,Blindside,,,Spell,,Deal damage to an enemy creature equal to the power of the strongest friendly creature.,Opening Ceremony,,,,,Arthur Bozonnet,Strongest
R,G,4,Animalgamate,,,Spell,,Give a friendly creature 3 random upgrades.,Opening Ceremony,,,,,Kudaman,Upgrade
R,G,4,Beast Mode,,,Spell,,Transform a friendly creature into an Inner Beast.,Opening Ceremony,,,,Inner Beast,Aron Elekes,
R,G,,Deep-Forest Arena,,,Land,,"Starting turn 5, you have a chance to give the first creature you summon this turn +1/+1 and ward instead of getting a mana gem.",Opening Ceremony,,30,,,David Kegg,Ward
E,G,1,"Pir, the Dreamer",0,2,Creature,Warrior,"After you summon a creature, add its power to Pir's power this turn.",Opening Ceremony,Y,,,,Zoltan Boros,Legendary
E,G,2,Tarmogoyf,0,1,Creature,Monster,Debut: Gets +2/+2 for each card type in your graveyard.,Opening Ceremony,,,,,Arash Radkia,Debut
E,G,3,Gladecover Warden,3,4,Creature,Elf Mystic,"After you summon a creature, give it ward.",Opening Ceremony,,,,,Dmirty Klyushkin,Ward
E,G,3,Predator Ooze,2,2,Creature,Ooze Monster,"Attack: Gets +1/+1.
If this is blocked, summon a Predator Ooze after combat.",Opening Ceremony,,,,,John Thacker,Attack
E,G,5,Force of the Wild,8,6,Creature,Elemental Spirit,"Trample, Reach
At the start of your turn, empty 2 of your mana gems.",Opening Ceremony,,,,,Arthur Bozonnet,"Trample;Reach"
E,G,5,Gorm the Great,6,5,Creature,Warrior,"Trample
After Gorm damages your opponent, add a Grudge Match to your hand.",Opening Ceremony,Y,,,Grudge Match,Emrah Elmasli,"Trample;Legendary"
E,G,6,Centaur Sage,5,5,Creature,Beast Wizard,"After you summon a creature, draw a card.",Opening Ceremony,,,,,Yangtian Li,
E,G,7,Ravenous Hydra,7,9,Creature,Monster,"Haste
After this survives damage, it gets that much power.",Opening Ceremony,,,,,Anastasia Shevchenko (Room 8),Haste
E,G,8,Carnage Tyrant,10,8,Creature,Dinosaur,"Ward, Trample
Can't be countered.",Opening Ceremony,,,,,Kudaman,"Ward;Trample;Counter"
E,G,6,Survivor's Regalia,,,Artifact,,Activate: Draft a legendary creature and add it to your hand.,Opening Ceremony,,,2,,John Thacker,"Activate;Draft"
E,G,,Gaea's Cradle,,,Land,,"Starting turn 7, you get 1 mana until your next turn for each friendly creature instead of getting a mana gem.",Opening Ceremony,,,,,Ben Maier,
M,G,4,General Eladamri,5,4,Creature,Elf Soldier,Attack: Add an Elf to your hand. Then give all creatures in your hand +1/+1.,Opening Ceremony,Y,,,Elf,Zoltan Boros,"Attack;Legendary"
M,G,6,Omnath,3,7,Creature,Elemental,"Ward
After you get a mana gem, double Omnath's power.",Opening Ceremony,Y,,,,John Thacker,"Ward;Legendary"
M,G,6,Primeval Titan,6,6,Creature,Giant,Debut and Attack: Get an empty mana gem.,Opening Ceremony,,,,,Kudaman,"Debut;Attack;Empty"
M,G,10,Epitome of Might,10,10,Creature,Plant Monster,"Reach
Debut: Set all creatures in your deck to 10/10.",Opening Ceremony,,,,,Yangtian Li,"Reach;Debut"
C,WU,3,Martial Aerialist,2,4,Creature,Mystic Warrior,"Flying
Ward",Opening Ceremony,,,,,Arash Radkia,"Flying;Ward"
R,WU,5,Fair Fight,,,Spell,,Set all creatures to 4/4.,Opening Ceremony,,,,,David Kegg,
M,WU,5,Arrester Lavinia,4,4,Creature,Soldier,"Armor, Sneak
Debut: Stun all enemy creatures with power 5 or greater.",Opening Ceremony,Y,,,,Aron Elekes,"Armor;Sneak;Debut;Stun;Legendary"
C,UB,3,Agony Warp,,,Spell,,Give an enemy creature -3/-0 and add an Agony Twist to your hand.,Opening Ceremony,,,,Agony Twist,Emrah Elmasli,
R,UB,6,Evil Twin,3,3,Creature,Rogue,Debut: Transforms into a copy of an enemy creature. Then give the enemy creature -3/-3.,Opening Ceremony,,,,,Arash Radkia,Debut
M,UB,4,Mastermind Lazav,3,3,Creature,Rogue,"Sneak
While in hand, Lazav disguises himself each turn.",Opening Ceremony,Y,,,,Halil Ural,"Sneak;Disguise;Legendary"
C,BR,2,Takedown,,,Spell,,Destroy an enemy creature with power 3 or less.,Opening Ceremony,,,,,Arthur Bozonnet,
R,BR,2,Ragerunner,3,1,Creature,Dog,Debut: Give this haste or sneak.,Opening Ceremony,,,,"Ragerunner (Sneak);Ragerunner (Haste)",Arthur Bozonnet,"Debut;Haste;Sneak"
M,BR,7,"Rakdos, the Showstopper",7,6,Creature,Demon,"Flying, Trample
Debut: Flip a coin for each other creature. Destroy each creature whose coin came up tails.",Opening Ceremony,Y,,,,Zoltan Boros,"Flying;Trample;Debut;Legendary"
C,RG,4,Ground Assault,,,Spell,,Deal 1 damage to an enemy creature for each of your mana gems.,Opening Ceremony,,,,,John Donahue,
R,RG,4,Slateclaw,2,2,Creature,Elemental,"Debut: Gets +X/+X, where X is the power of the strongest friendly creature.",Opening Ceremony,,,,,Aron Elekes,"Debut;Strongest"
M,RG,7,"Ilharg, the Raze-Boar",7,6,Creature,Beast God,"Trample, Haste
Finale: Summon a Boar God's Skull.",Opening Ceremony,Y,,,Boar God's Skull,Zoltan Boros,"Trample;Haste;Finale;Legendary"
C,GW,2,Watchwolf,3,4,Creature,Beast,,Opening Ceremony,,,,,Ben Maier,
R,GW,3,Armadillo Cloak,,,Spell,,Give a friendly creature +2/+2 and ward. Fully heal it.,Opening Ceremony,,,,,Brian Valeza,"Ward;Fully heal"
M,GW,5,Trostani,5,5,Creature,Mystic,Debut: Choose a blessing.,Opening Ceremony,Y,,,"Nature's Bounty;Nature's Might;Nature's Vigor",Brian Valeza,"Debut;Legendary"
C,WB,4,Vampiric Knight,2,4,Creature,Vampire Soldier,"Armor
Attack: Drain 2 from your opponent.",Opening Ceremony,,,,,Dmitry Klyushkin,"Armor;Attack;Drain"
R,WB,2,Scathing Glare,,,Spell,,Give all friendly creatures +1/+0 and all enemy creatures -1/-0.,Opening Ceremony,,,,,Ani Larmina (Room 8),
M,WB,7,The Obzedat,5,5,Creature,Spirit,"Sneak
Debut: Summon Lingering Spirits until your side is full.",Opening Ceremony,Y,,,Lingering Spirit,Quentin de Warren,"Sneak;Debut;Legendary"
C,UR,4,Firemind Bolt,,,Spell,,Deal 3 damage to an enemy. Draw a card.,Opening Ceremony,,,,,Aron Elekes,
R,UR,4,Spasmodic Weird,0,1,Creature,Elemental,Debut: Gets +1/+0 or +0/+1 at random 11 times.,Opening Ceremony,,,,,Jana Schirmer,Debut
M,UR,7,"Niv-Mizzet, the Firemind",5,5,Creature,Dragon Wizard,"Flying
Debut: Draw 2 cards.
After you draw a card, deal 1 damage to your opponent.",Opening Ceremony,Y,,,,Alex Heath,"Flying;Debut;Legendary"
C,BG,2,Boneclub Shambler,3,3,Creature,Zombie Warrior,Finale: Give a random creature in your hand +1/+1.,Opening Ceremony,,,,,Ani Larmina (Room 8),Finale
R,BG,4,Gluttonous Goo,5,5,Creature,Ooze Monster,Debut: Gets +2/+2 and ward if a creature died this turn.,Opening Ceremony,,,,,Kudaman,"Debut;Ward"
M,BG,8,Sisters of Stone Death,7,7,Creature,Monster,"Trample
Before the Sisters fight, transform the creature they're fighting into a Statue.",Opening Ceremony,Y,,,Statue,Quentin de Warren,"Trample;Legendary"
C,RW,3,Skyknight Legionnaire,2,2,Creature,Soldier,"Flying
Haste",Opening Ceremony,,,,,Alex Heath,"Flying;Haste"
R,RW,4,Lightning Helix,,,Spell,,Deal 4 damage to an enemy creature. Heal 4.,Opening Ceremony,,,,,Arthur Bozonnet,
M,RW,4,"Tajic, Legion's Edge",5,3,Creature,Soldier,"Haste
Attack: Prevent all damage enemy spells and traps would deal to all friendly creatures until your next turn.",Opening Ceremony,Y,,,,Zoltan Boros,"Haste;Attack;Legendary"
C,GU,6,Plot,,,Spell,,Draw 2 cards. Get 2 empty mana gems.,Opening Ceremony,,,,,Brian Valeza,Empty
R,GU,7,Sky Swallower,7,7,Creature,Monster,"Flying
Trample",Opening Ceremony,,,,,Armand Serrano,"Flying;Trample"
M,GU,4,Momir Vig,3,3,Creature,Elf Wizard,"Debut: Summon Kraj.
At the end of your turn, give your Kraj +1/+1 and a random upgrade.",Opening Ceremony,Y,,,Kraj,Zoltan Boros,"Debut;Upgrade;Legendary"
C,C,2,Neurobot,2,1,Creature,Construct,Debut: Add a random blue card to your hand.,Opening Ceremony,,,,,Zoltan Boros,Debut
C,C,3,Herobot,3,2,Creature,Construct,Debut: Add a random white card to your hand.,Opening Ceremony,,,,,Zoltan Boros,Debut
C,C,3,Necrobot,2,3,Creature,Construct,Debut: Add a random black card to your hand.,Opening Ceremony,,,,,Zoltan Boros,Debut
C,C,3,Pyrobot,4,1,Creature,Construct,Debut: Add a random red card to your hand.,Opening Ceremony,,,,,Zoltan Boros,Debut
C,C,4,Gear Mender,4,4,Creature,Construct,Debut: Add a charge to a friendly artifact.,Opening Ceremony,,,,,Rudy Siswanto,Debut
C,C,4,Gear Render,4,4,Creature,Construct,Debut: An enemy artifact loses a charge.,Opening Ceremony,,,,,Rudy Siswanto,Debut
C,C,4,Growbot,4,3,Creature,Construct,Debut: Add a random green card to your hand.,Opening Ceremony,,,,,Zoltan Boros,Debut
R,C,4,Mobile Armory,3,3,Creature,Construct,"At the end of your turn, give a random friendly creature a random upgrade.",Opening Ceremony,,,,,Sam Burley,Upgrade
M,C,3,Panharmonicon,,,Artifact,,Activate: Trigger the Debut of a creature you summoned this turn.,Opening Ceremony,,,2,,John Donahue,"Activate;Debut"
M,C,,Refreshment Stand,,,Land,,"At the start of each player's first turn, add a random multicolor card to their hand.",Opening Ceremony,,,,,Brian Valeza,
