Rarity,Color,Cost,Title,Power,Health,Type,SubType,Text,Exp,Legendary,Land Average Percentage to Hit,Charges
C,R,4,Rampaging Ogre,5,5,Creature,Monster,Debut: All enemy creatures lose armor.,Opening Ceremony,,,
C,R,5,Azra Challenger,5,5,Creature,Azra Warrior,Debut: Fight a random enemy creature.,Opening Ceremony,,,
C,R,5,Firespout Elemental,6,6,Creature,Elemental,"Haste,
At the start of your turn, deal 2 damage to yourself.",Opening Ceremony,,,
C,R,6,Adult Behir,6,5,Creature,Monster,"Haste,
Debut: Give an enemy creature can’t block this turn.",D&D: Icons,,,
C,R,6,Volcanic Dragon,4,4,Creature,Dragon,"Flying,
Haste",Opening Ceremony,,,
C,R,1,Burn Through,,,Spell,,Deal 1 damage to an enemy creature. Give it can't block this turn.,Opening Ceremony,,,
C,R,1,Fling,,,Spell,,Destroy a friendly creature to deal 3 damage to an enemy.,Opening Ceremony,,,
C,R,2,Abrade,,,Spell,,Deal 2 damage to an enemy creature or remove 2 charges from an enemy artifact.,Opening Ceremony,,,
C,R,1,Opening Salvo,,,Trap,,"Before a friendly creature fights, deal 3 damage to the creature it’s fighting.",Opening Ceremony,,,
C,R,1,Scattershot Crossbow,,,Artifact,,Activate: Deal 3 damage randomly split among all creatures and players.,Opening Ceremony,,,
C,R,2,Bag of Tricks,,,Artifact,,Activate: Add a random Beast that costs 3 or less to your hand.,D&D: Icons,,,
C,R,2,War Horn,,,Artifact,,Activate: Give a friendly creature +2/+0.,Opening Ceremony,,,
R,R,1,Azra Pyromancer,2,2,Creature,Azra Wizard,Debut: Your opponent can’t heal until your next turn.,Opening Ceremony,,,
R,R,1,Pouncing Lemur,3,2,Creature,Beast,CantBlock,Opening Ceremony,,,
R,R,2,Two-Hit Wonder,2,3,Creature,Goblin Warrior,"Before this fights, deal 1 damage to the creature it’s fighting.",Opening Ceremony,,,
R,R,3,Dragonspeaker,2,4,Creature,Mystic,"Haste,
Attack: Give a random Dragon in your hand +2/+0.",Opening Ceremony,,,
R,R,3,Ghitu Embermage,2,4,Creature,Wizard,"After you play a spell, deal 1 damage to your opponent.",Opening Ceremony,,,
R,R,3,Storm Seeker,4,3,Creature,Sorcerer,"Debut: If your opponent has more cards in hand, deal damage to them equal to the difference. ",D&D: Icons,,,
R,R,4,Ragebeast,7,7,Creature,Monster,"Trample,
Debut: Gets -1/-1 for each other card in your hand. ",Opening Ceremony,,,
R,R,5,Hoarding Dragon,3,5,Creature,Dragon,"Flying,
Debut: Add a random artifact to your hand.",Opening Ceremony,,,
R,R,6,Stadium Shaker,6,4,Creature,Monster,Debut: Deal 3 damage to an enemy creature.,Opening Ceremony,,,
R,R,7,Clumsy Torchbearer,7,7,Creature,Giant,Finale: Deal 7 damage to a random enemy.,Opening Ceremony,,,
R,R,2,Mana Surge,,,Spell,,Get 3 mana until your next turn.,Opening Ceremony,,,
R,R,3,Flame Coil,,,Spell,,Deal 4 damage to an enemy creature.,Opening Ceremony,,,
R,R,3,Pyroclasm,,,Spell,,Deal 2 damage to each creature.,Opening Ceremony,,,
R,R,5,Lava Axe,,,Spell,,Deal 5 damage to your opponent.,Opening Ceremony,,,
R,R,1,Ancestor's Vengeance,,,Trap,,"After a friendly creature takes damage from an enemy, deal that much damage back.",D&D: Icons,,,
R,R,,Active Volcano,,,Land,,"Starting turn 6, there's a chance this erupts and spits fire instead of getting a mana gem.",Opening Ceremony,,30,
E,R,1,Two-Headed Hellhound,1,2,Creature,Dog,This deals double damage.,Opening Ceremony,,,
E,R,3,Ball Lightning,6,1,Creature,Elemental,"Trample, Haste,
Destroy this at the end of your turn.",Opening Ceremony,,,
E,R,3,"Okaun, the Crusher",4,4,Creature,Monster Warrior,"After an opponent draws a card, gets +1/+0.",Opening Ceremony,Y,,
E,R,4,Inferno,2,2,Creature,Dragon,"Flying, Haste,
Attack: Summon a random artifact with cost equal to Inferno's power and set its charges to 1.",D&D: Icons,Y,,
E,R,4,Looting Lizard,4,4,Creature,Beast Rogue,"Debut: Discard your hand, then draw 3 cards.",Opening Ceremony,,,
E,R,5,Hellrider,4,3,Creature,Devil Warrior,"Haste,
Attack: Deal 1 damage to your opponent for each attacker.",Opening Ceremony,,,
E,R,6,Khorvath Brightflame,5,5,Creature,Dragon,"Flying,
Debut: Deal 1 damage to all enemies.",Opening Ceremony,Y,,
E,R,7,Shivan Dragon,7,7,Creature,Dragon,"Flying,
Attack: Spend all your mana. Deal that much damage to a random enemy.",Opening Ceremony,,,
E,R,9,Spawning Hellion,9,7,Creature,Monster,"Trample, Haste,
After this damages your opponent, add a Spawning Hellion to your deck.",Opening Ceremony,,,
E,R,1,Pick Teams,,,Spell,,Draft a creature and add it to your hand. Add this card to your opponent’s hand and raise its cost by 1.,Opening Ceremony,,,
E,R,8,Lava Wave,,,Spell,,Deal 6 damage to each enemy creature.,Opening Ceremony,,,
E,R,,Molten Monastery,,,Land,,"Starting turn 5, you have a chance to draw an extra temporary card instead of getting a mana gem.",Opening Ceremony,,40,
M,R,4,Zo-Zu,0,4,Creature,Goblin,"Haste,
Attack: Gets +1/+0 for each of your opponent’s mana gems.",Opening Ceremony,Y,,
M,R,6,Inferno Titan,6,6,Creature,Giant,Debut and Attack: Deal 3 damage to a random enemy.,Opening Ceremony,,,
M,R,10,Darigaaz,10,7,Creature,Dragon,"Flying,
At the end of your turn, Darigaaz breathes fire.",Opening Ceremony,Y,,
M,R,9,Draconic Transformation,,,Spell,,Transform all friendly creatures into random Dragons. Replace your deck with 15 random Dragons.,Opening Ceremony,,,
M,R,,Path of the Barbarian,,,Skill,Class,"You are a Barbarian.,
At the start of the game, Level Up.",D&D: Icons,Y,,
B,R,1,Raging Goblin,2,1,Creature,Goblin Warrior,Haste,Core Set,,,
B,R,2,Goblin Shortcutter,2,3,Creature,Goblin,Debut: Give an enemy creature can’t block this turn.,Core Set,,,
B,R,2,Goblin Vandal,3,2,Creature,Goblin,Debut: Each enemy artifact loses a charge.,Core Set,,,
B,R,2,Regathan Firecat,5,1,Creature,Cat Elemental,,Core Set,,,
B,R,2,Sword Cannoneer,2,2,Creature,Goblin,Debut: Give a friendly creature +2/+0.,Core Set,,,
B,R,3,Blitzing Minotaur,3,3,Creature,Monster Warrior,Haste,Core Set,,,
B,R,3,Dragon Hatchling,2,2,Creature,Dragon,"Flying,
Attack: Deal 1 damage to your opponent.",Core Set,,,
B,R,4,Axefury Minotaur,4,4,Creature,Monster Warrior,Debut: Gets +2/+2 if your opponent was dealt damage this turn.,Core Set,,,
B,R,4,Furnace Whelp,2,2,Creature,Dragon,"Flying,
Attack: Gets +2/+0.",Core Set,,,
B,R,4,Seismodon,6,3,Creature,Dinosaur,Trample,Core Set,,,
B,R,5,Kylem Flamewing,5,3,Creature,Dragon,Flying,Core Set,,,
B,R,6,Ghirapur Giant,10,6,Creature,Giant,,Core Set,,,
B,R,8,Diving Hellkite,9,6,Creature,Dragon,Flying,Core Set,,,
B,R,1,Bombastic Boost,,,Spell,,Give a friendly creature +2/+1 and can’t block.,Core Set,,,
B,R,1,Shock,,,Spell,,Deal 2 damage to an enemy.,Core Set,,,
B,R,2,Hasten,,,Spell,,Give a friendly creature haste.,Core Set,,,
B,R,3,Trumpet Blast,,,Spell,,Give all friendly creatures +2/+0.,Core Set,,,
B,R,2,Molten Misstep,,,Trap,,"After your opponent attacks, deal 4 damage to a random attacking creature.",Core Set,,,
B,R,3,Rod of Ruin,,,Artifact,,Activate: Deal 1 damage to an enemy.,Core Set,,,
B,R,,Mountain,,,Land,Basic,,Core Set,,,
T,R,3,Mindless Rage,,,Spell,,"Level Up — Indomitable Strength,
Deal damage to a random enemy creature equal to the power of the strongest friendly creature.",D&D: Icons,,,
T,R,4,Indomitable Strength,,,Spell,,"For the rest of the game, after one or more friendly creatures with 5 or more power attacks, deal 5 damage to the opponent.",D&D: Icons,,,
T,R,10,Second Sun,,,Spell,,Deal 10 damage to each enemy.,Opening Ceremony,,,
T,R,1,Axe of Vengeance,,,Artifact,,"Level Up — Mindless Rage,
Activate: Give a friendly creature +1/+0 until your next turn.",D&D: Icons,,,
T,R,,Ragerunner,,,Skill,,Give haste.,Opening Ceremony,,,
C,G,1,Venom Archer,1,2,Creature,Elf Warrior,"Reach,
Destroys any creature with flying it fights.",Opening Ceremony,,,
C,G,2,Anaconda Hatchling,2,3,Creature,Snake,Destroys any creature it fights during your turn.,Opening Ceremony,,,
C,G,2,Baby Mammoth,2,2,Creature,Beast,Finale: Add a Mama Mammoth to the top 5 cards of your deck.,Opening Ceremony,,,
C,G,3,Grove Protector,3,4,Creature,Elemental,Debut: Fully heal a friendly creature.,Opening Ceremony,,,
C,G,3,Ornery Owlbear,4,4,Creature,Beast,Attack: Gets +1/+1 if your opponent controls a legendary creature.,D&D: Icons,,,
C,G,3,Vinewhip Druid,2,2,Creature,Elf Mystic,"After you get a mana gem, this gets +1/+1.",Opening Ceremony,,,
C,G,4,Hungry Goat,4,4,Creature,Beast,"Debut: Destroy an enemy artifact. If there are none, this gets +2/+0.",Opening Ceremony,,,
C,G,4,Spearcrown Stag,3,4,Creature,Beast,Debut: Fight an enemy creature.,Opening Ceremony,,,
C,G,4,Vicious Mongrel,4,5,Creature,Beast,Haste,Opening Ceremony,,,
C,G,5,Angler Wurm,5,6,Creature,Monster,"At the end of your turn, fully heal this.",Opening Ceremony,,,
C,G,5,Fungal Beast,5,5,Creature,Beast,Debut: Draft an upgrade for this creature.,Opening Ceremony,,,
C,G,1,Nuzzle,,,Spell,,Fully heal a friendly creature.,Opening Ceremony,,,
C,G,2,Oakenhide,,,Spell,,Give a friendly creature +2/+2.,Opening Ceremony,,,
C,G,2,Plummet,,,Spell,,Destroy an enemy creature with flying.,Opening Ceremony,,,
C,G,1,Step Over,,,Trap,,"If a friendly creature is blocked, give it trample.",Opening Ceremony,,,
C,G,3,Wurm’s Wake,,,Trap,,"At the end of your opponent’s turn, summon a Wurm.",Opening Ceremony,,,
C,G,2,Staff of Fortitude,,,Artifact,,Activate: Give a friendly creature +0/+2.,Opening Ceremony,,,
C,G,4,Gauntlets of Ogre Power,,,Artifact,,Activate: Set the power of a friendly creature to 5.,D&D: Icons,,,
R,G,1,Birds of Paradise,0,1,Creature,Bird,"Flying,
Debut: Get a fragile mana gem.",Opening Ceremony,,,
R,G,1,Channeler of Might,2,2,Creature,Mystic,Debut: Gets +1/+1 if you have a creature in hand with power 5 or greater.,Opening Ceremony,,,
R,G,1,Mysterious Cocoon,0,1,Creature,???,"Finale: At the end of this turn, summon a random 1-cost creature.",Opening Ceremony,,,
R,G,2,Treetop Lookout,3,2,Creature,Elf,Debut: Disarm all traps in your opponent’s hand.,Opening Ceremony,,,
R,G,3,Briarfox,3,3,Creature,Elemental,Attack: Gets a random upgrade.,Opening Ceremony,,,
R,G,3,Elite Forest Guard,3,2,Creature,Elf,"Debut: Draft a Naturalize, a Plummet, or a Nuzzle and add it to your hand.",Opening Ceremony,,,
R,G,4,Elvish Explorer,4,4,Creature,Elf Mystic,"After this fights during your turn, get an empty mana gem.",Opening Ceremony,,,
R,G,4,Vinesnare Hunter,5,4,Creature,Ranger,"Reach,
Debut: All enemy creatures lose flying.",D&D: Icons,,,
R,G,5,Barreling Hippo,5,5,Creature,Beast,"Trample,
Debut: Give all other friendly creatures trample.",Opening Ceremony,,,
R,G,7,Brawling Behemoth,5,8,Creature,Monster,"Reach,
Debut: Fight an enemy creature.",Opening Ceremony,,,
R,G,9,Crush of Wurms,6,6,Creature,Monster,Debut: Summon 2 copies of this creature.,Opening Ceremony,,,
R,G,2,Regenerate,,,Spell,,"Give a friendly creature +1/+1 and ""At the end of your turn, fully heal this.""",D&D: Icons,,,
R,G,3,Blindside,,,Spell,,Deal damage to an enemy creature equal to the power of the strongest friendly creature.,Opening Ceremony,,,
R,G,4,Animalgamate,,,Spell,,Give a friendly creature 3 random upgrades.,Opening Ceremony,,,
R,G,4,Beast Mode,,,Spell,,Transform a friendly creature into an Inner Beast.,Opening Ceremony,,,
R,G,,Deep-Forest Arena,,,Land,,"Starting turn 5, you have a chance to give the first creature you summon this turn +1/+1 and ward instead of getting a mana gem.",Opening Ceremony,,30,
E,G,1,"Pir, the Dreamer",0,2,Creature,Warrior,"After you summon a creature, add its power to Pir's power this turn.",Opening Ceremony,Y,,
E,G,2,Tarmogoyf,0,1,Creature,Monster,Debut: Gets +2/+2 for each card type in your graveyard. ,Opening Ceremony,,,
E,G,3,Gladecover Warden,3,4,Creature,Elf Mystic,"After you summon a creature, give it ward.",Opening Ceremony,,,
E,G,3,Predator Ooze,2,2,Creature,Ooze Monster,"Attack: Gets +1/+1.,
If this is blocked, summon a Predator Ooze after combat.",Opening Ceremony,,,
E,G,5,Force of the Wild,8,6,Creature,Elemental Spirit,"Trample, Reach,
At the start of your turn, empty 2 of your mana gems.",Opening Ceremony,,,
E,G,5,Gorm the Great,6,5,Creature,Warrior,"Trample,
After Gorm damages your opponent, add a Grudge Match to your hand.",Opening Ceremony,Y,,
E,G,6,Centaur Sage,5,5,Creature,Beast Wizard,"After you summon a creature, draw a card.",Opening Ceremony,,,
E,G,6,Old Gnawbones,5,4,Creature,Dragon,"Flying,
After Old Gnawbones damages your opponent, get mana equal to its power until your next turn.",D&D: Icons,Y,,
E,G,7,Ravenous Hydra,7,9,Creature,Monster,"Haste,
After this survives damage, it gets that much power.",Opening Ceremony,,,
E,G,8,Carnage Tyrant,10,8,Creature,Dinosaur,"Ward, Trample,
Can't be countered.",Opening Ceremony,,,
E,G,6,Survivor's Regalia,,,Artifact,,Activate: Draft a legendary creature and add it to your hand.,Opening Ceremony,,,
E,G,,Gaea’s Cradle,,,Land,,"Starting turn 7, you get 1 mana until your next turn for each friendly creature instead of getting a mana gem.",Opening Ceremony,,,
M,G,4,General Eladamri,5,4,Creature,Elf Soldier,Attack: Add an Elf to your hand. Then give all creatures in your hand +1/+1.,Opening Ceremony,Y,,
M,G,6,Omnath,3,7,Creature,Elemental,"Ward,
After you get a mana gem, double Omnath’s power.",Opening Ceremony,Y,,
M,G,6,Primeval Titan,6,6,Creature,Giant,Debut and Attack: Get an empty mana gem.,Opening Ceremony,,,
M,G,10,Epitome of Might,10,10,Creature,Plant Monster,"Reach,
Debut: Set all creatures in your deck to 10/10.",Opening Ceremony,,,
M,G,,Circle of the Druid,,,Skill,Class,"You are a Druid.,
At the start of the game, Level Up.",D&D: Icons,Y,,
B,G,1,Gladecover Scout,2,2,Creature,Elf Ranger,Ward,Core Set,,,
B,G,2,Elvish Archer,2,4,Creature,Elf Soldier,Reach,Core Set,,,
B,G,2,Elvish Infuser,2,2,Creature,Elf Wizard,Debut: Give a friendly creature +0/+2.,Core Set,,,
B,G,2,Kalonian Tusker,4,3,Creature,Beast,,Core Set,,,
B,G,3,Soul of the Wood,3,3,Creature,Elemental,"Reach,
Finale: Heal yourself for 3.",Core Set,,,
B,G,3,Spiked Baloth,4,4,Creature,Beast,Trample,Core Set,,,
B,G,4,Centaur Archer,3,6,Creature,Beast Warrior,Reach,Core Set,,,
B,G,4,Ironskin Troll,5,4,Creature,Monster,Ward,Core Set,,,
B,G,4,Ornery Leotau,6,5,Creature,Cat Beast,,Core Set,,,
B,G,5,Briarhorn,4,4,Creature,Elemental,Debut: Give a friendly creature +3/+3.,Core Set,,,
B,G,6,Colossal Dreadmaw,6,6,Creature,Dinosaur,Trample,Core Set,,,
B,G,8,Megasaurus,12,12,Creature,Dinosaur,,Core Set,,,
B,G,1,Naturalize,,,Spell,,Destroy an enemy artifact.,Core Set,,,
B,G,2,Forest Patrol,,,Spell,,Summon 2 Elves.,Core Set,,,
B,G,2,Grudge Match,,,Spell,,"Give a friendly creature +1/+1, then choose an enemy creature. They fight!",Core Set,,,
B,G,8,Overrun,,,Spell,,Give all friendly creatures +3/+0 and trample this turn.,Core Set,,,
B,G,2,Giant Growth,,,Trap,,"Before a friendly creature fights, give it +3/+2.",Core Set,,,
B,G,2,Horncharge Lantern,,,Artifact,,Activate: Give a friendly creature trample.,Core Set,,,
B,G,4,Sylvan Shrine,,,Artifact,,Activate: Get an empty mana gem.,Core Set,,,
B,G,,Forest,,,Land,Basic,,Core Set,,,
T,G,1,Elf,1,1,Creature,Elf,,Core Set,,,
T,G,2,Wildshape Wolf,3,2,Creature,Beast,"Level Up — Barkhide Growth,
Debut: Heal yourself for 2.",D&D: Icons,,,
T,G,3,Wurm,5,5,Creature,Monster,,Opening Ceremony,,,
T,G,4,Inner Beast,6,6,Creature,Beast,Haste,Opening Ceremony,,,
T,G,4,Mama Mammoth,7,7,Creature,Beast,Trample,Opening Ceremony,,,
T,G,8,Wildshape Brontosaurus,8,10,Creature,Dinosaur,"Trample, Ward,
Damage is dealt to this creature instead of you.,
At the start of your turn, heal this for 2.",D&D: Icons,,,
T,G,3,Barkhide Growth,,,Spell,,"Level Up — Wildshape Brontosaurus,
Get an empty mana gem and give a random friendly creature +1/+1.",D&D: Icons,,,
C,WU,3,Martial Aerialist,2,4,Creature,Mystic Warrior,"Flying,
Ward",Opening Ceremony,,,
R,WU,5,Fair Fight,,,Spell,,Set all creatures to 4/4.,Opening Ceremony,,,
E,WU,4,Davil Starsong,2,2,Creature,Elf Bard,"Armor,
After a friendly creature loses armor, draw a card.",D&D: Icons,Y,,
M,WU,5,Arrester Lavinia,4,4,Creature,Soldier,"Armor, Sneak,
Debut: Stun all enemy creatures with power 5 or greater.",Opening Ceremony,Y,,
B,WU,,Tundra,,,Land,Basic,,Core Set,,,
C,UB,3,Agony Warp,,,Spell,,Give an enemy creature -3/-0 and add an Agony Twist to your hand.,Opening Ceremony,,,
R,UB,6,Evil Twin,3,3,Creature,Rogue,Debut: Transforms into a copy of an enemy creature. Then give the enemy creature -3/-3.,Opening Ceremony,,,
E,UB,1,Matron Malice,3,1,Creature,Drow Cleric,"Ward, CantBlock,
At the end of your turn, if 4 or more creatures entered the graveyard this turn, summon Malice from your graveyard.",D&D: Icons,Y,,
M,UB,4,Mastermind Lazav,3,3,Creature,Rogue,"Sneak,
Now and at the start of each of your turns, while in your hand, Lazav transforms into a legendary creature but keeps sneak.",Opening Ceremony,Y,,
B,UB,,Underground Sea,,,Land,Basic,,Core Set,,,
T,UB,3,Agony Twist,,,Spell,,Give an enemy creature -0/-3.,Opening Ceremony,,,
C,BR,2,Takedown,,,Spell,,Destroy an enemy creature with power 3 or less.,Opening Ceremony,,,
R,BR,2,Ragerunner,3,1,Creature,Dog,Debut: Give this haste or sneak.,Opening Ceremony,,,
E,BR,2,"Yeenoghu, Beast of Butchery",2,2,Creature,Demon,"Haste, Trample,
Debut: Destroy all other friendly creatures. Then Yeenoghu gets +2/+2 for each creature he destroyed.",D&D: Icons,Y,,
M,BR,7,"Rakdos, the Showstopper",7,6,Creature,Demon,"Flying, Trample,
Debut: Flip a coin for each other creature. Destroy each creature whose coin came up tails.",Opening Ceremony,Y,,
B,BR,,Badlands,,,Land,Basic,,Core Set,,,
C,RG,4,Ground Assault,,,Spell,,Deal 1 damage to an enemy creature for each of your mana gems.,Opening Ceremony,,,
R,RG,4,Slateclaw,2,2,Creature,Elemental,"Debut: Gets +X/+X, where X is the power of the strongest friendly creature.",Opening Ceremony,,,
E,RG,3,Wulfgar,3,5,Creature,Barbarian,"After Wulfgar takes damage, deal 1 damage to your opponent.",D&D: Icons,Y,,
M,RG,7,"Ilharg, the Raze-Boar",7,6,Creature,Beast God,"Trample, Haste,
Finale: Summon a Boar God’s Skull.",Opening Ceremony,Y,,
B,RG,,Taiga,,,Land,Basic,,Core Set,,,
T,RG,5,Boar God’s Skull,,,Artifact,,Activate: Give a friendly creature +2/+0 and trample.,Opening Ceremony,,,
C,GW,2,Watchwolf,3,4,Creature,Beast,,Opening Ceremony,,,
R,GW,3,Armadillo Cloak,,,Spell,,Give a friendly creature +2/+2 and ward. Fully heal it.,Opening Ceremony,,,
E,GW,6,Catti-Brie,4,4,Creature,Fighter,Debut: Set the power of all friendly creatures to that of the strongest friendly creature.,D&D: Icons,Y,,
M,GW,5,Trostani,5,5,Creature,Mystic,Debut: Choose a blessing.,Opening Ceremony,Y,,
B,GW,,Savannah,,,Land,Basic,,Core Set,,,
T,GW,,Nature’s Bounty,,,Skill,Blessing,Get an empty mana gem.,Opening Ceremony,Y,,
T,GW,,Nature's Might,,,Skill,Blessing,Summon 2 Soldiers.,Opening Ceremony,Y,,
T,GW,,Nature's Vigor,,,Skill,Blessing,Heal yourself and all friendly creatures for 4.,Opening Ceremony,Y,,
C,WB,4,Vampiric Knight,2,4,Creature,Vampire Soldier,"Armor,
Attack: Drain 2 from your opponent.",Opening Ceremony,,,
R,WB,2,Scathing Glare,,,Spell,,Give all friendly creatures +1/+0 and all enemy creatures -1/-0.,Opening Ceremony,,,
E,WB,10,"Strahd, Lord of Ravenloft",10,10,Creature,Vampire Wizard,"Flying,
Debut: Set both players' health to 10.",D&D: Icons,Y,,
M,WB,7,The Obzedat,5,5,Creature,Spirit,"Sneak,
Debut: Summon Lingering Spirits until your side is full.",Opening Ceremony,Y,,
B,WB,,Scrubland,,,Land,Basic,,Core Set,,,
C,UR,4,Firemind Bolt,,,Spell,,Deal 3 damage to an enemy. Draw a card.,Opening Ceremony,,,
R,UR,4,Spasmodic Weird,0,1,Creature,Elemental,Debut: Gets +1/+0 or +0/+1 at random 11 times.,Opening Ceremony,,,
E,UR,4,"Karazikar, the Eye Tyrant",1,4,Creature,Monster,"Ward,Flying,
Attack: Fire a Ray, then switch to a new one.",D&D: Icons,Y,,
M,UR,7,"Niv-Mizzet, the Firemind",5,5,Creature,Dragon Wizard,"Flying,
Debut: Draw 2 cards.,
After you draw a card, deal 1 damage to your opponent.",Opening Ceremony,Y,,
B,UR,,Volcanic Island,,,Land,Basic,,Core Set,,,
C,BG,2,Boneclub Shambler,3,3,Creature,Zombie Warrior,Finale: Give a random creature in your hand +1/+1.,Opening Ceremony,,,
R,BG,4,Gluttonous Goo,5,5,Creature,Ooze Monster,Debut: Gets +2/+2 and ward if a creature died this turn.,Opening Ceremony,,,
E,BG,7,The Tarrasque,8,2,Creature,Monster,"Always has Relentless.,
Finale: Gets +1/+0 for the rest of the game.",D&D: Icons,Y,,
M,BG,8,Sisters of Stone Death,7,7,Creature,Monster,"Trample,
Before the Sisters fight, transform the creature they're fighting into a Statue.",Opening Ceremony,Y,,
B,BG,,Bayou,,,Land,Basic,,Core Set,,,
C,RW,3,Skyknight Legionnaire,2,2,Creature,Soldier,"Flying,
Haste",Opening Ceremony,,,
R,RW,4,Lightning Helix,,,Spell,,Deal 4 damage to an enemy creature. Heal 4.,Opening Ceremony,,,
E,RW,4,Oswald Fiddlebender,4,3,Creature,Artificer,"Debut: Add a Sharp Sword or a Sturdy Shield to your hand at random.,
After you play a spell, give all other friendly creatures +1/+0 this turn.",D&D: Icons,Y,,
M,RW,4,"Tajic, Legion's Edge",5,3,Creature,Soldier,"Haste,
Attack: Prevent all damage enemy spells and traps would deal to all friendly creatures until your next turn.",Opening Ceremony,Y,,
B,RW,,Plateau,,,Land,Basic,,Core Set,,,
C,GU,6,Plot,,,Spell,,Draw 2 cards. Get 2 empty mana gems.,Opening Ceremony,,,
R,GU,7,Sky Swallower,7,7,Creature,Monster,"Flying,
Trample",Opening Ceremony,,,
E,GU,7,"Hlaavin, Lord of the Unseen",8,8,Creature,Monster,Debut: Gets keywords based on all creatures.,D&D: Icons,Y,,
M,GU,4,Momir Vig,3,3,Creature,Elf Wizard,"Debut: Summon Kraj.,
At the end of your turn, give your Kraj +1/+1 and a random upgrade.",Opening Ceremony,Y,,
B,GU,,Tropical Island,,,Land,Basic,,Core Set,,,
T,GU,1,Kraj,1,1,Creature,Ooze Monster,,Opening Ceremony,Y,,
C,C,2,Neurobot,2,1,Creature,Construct,Debut: Add a random blue card to your hand.,Opening Ceremony,,,
C,C,3,Herobot,3,2,Creature,Construct,Debut: Add a random white card to your hand.,Opening Ceremony,,,
C,C,3,Necrobot,2,3,Creature,Construct,Debut: Add a random black card to your hand.,Opening Ceremony,,,
C,C,3,Pyrobot,4,1,Creature,Construct,Debut: Add a random red card to your hand.,Opening Ceremony,,,
C,C,4,Gear Mender,4,4,Creature,Construct,Debut: Add a charge to a friendly artifact.,Opening Ceremony,,,
C,C,4,Gear Render,4,4,Creature,Construct,Debut: An enemy artifact loses a charge.,Opening Ceremony,,,
C,C,4,Growbot,4,3,Creature,Construct,Debut: Add a random green card to your hand.,Opening Ceremony,,,
R,C,4,Mobile Armory,3,3,Creature,Construct,"At the end of your turn, give a random friendly creature a random upgrade.",Opening Ceremony,,,
M,C,3,Panharmonicon,,,Artifact,,Activate: Trigger the Debut of a creature you summoned this turn.,Opening Ceremony,,,
M,C,,Refreshment Stand,,,Land,,"At the start of each player’s first turn, add a random multicolor card to their hand.,
",Opening Ceremony,,,
M,C,,The Yawning Portal,,,Land,,"Starting turn 6, you have a chance to add a random legendary creature to your hand instead of drawing a card. If so, this turn's mana gem is empty.",D&D: Icons,,30,
B,C,1,Defensive Construct,0,4,Creature,Construct,,Core Set,,,
B,C,1,Filigree Fox,2,2,Creature,Construct,,Core Set,,,
B,C,2,Sparring Automaton,2,3,Creature,Construct,,Core Set,,,
B,C,3,Crafted Glider,2,2,Creature,Bird Construct,Flying,Core Set,,,
B,C,4,Iron Automaton,5,5,Creature,Construct,,Core Set,,,
B,C,4,Piston-Fist Pummeler,4,2,Creature,Construct,Debut: Deal 1 damage to an enemy.,Core Set,,,
B,C,6,Reflective Golem,5,5,Creature,Construct,"Debut: If your starting deck and Spellslinger are 1 color, double this creature’s power and health.",Core Set,,,
B,C,7,Arena Sentinel,8,8,Creature,Construct,,Core Set,,,
B,C,2,Spill Over,,,Spell,,Mill each player for 2.,Core Set,,,
B,C,3,Collaborate,,,Spell,,Each player gets an empty mana gem.,Core Set,,,
B,C,5,Ejected!,,,Spell,,Put an enemy creature into your opponent’s deck.,Core Set,,,
B,C,3,Scoreboard,,,Artifact,,Activate: Each player draws a card.,Core Set,,,
T,C,1,Statue,2,2,Creature,Construct,CantAttack,Opening Ceremony,,,
S,GW,1,Ajani’s Skirmisher,1,1,Creature,Cat Warrior,"Trample,
After you target this, gets +1/+0.",AJA,,,
S,GW,3,Leonin Kincaller,4,4,Creature,Cat Warrior,Debut: Add a copy of another friendly creature to the top of your deck.,AJA,,,
S,GW,4,Strength of the Pride,,,Spell,,Give 2 friendly creatures +2/+2.,AJA,,,
S,GW,,Mentor,,,Special,Passive,"After you target a friendly creature, give the next creature you draw +1/+1.",AJA,,,
S,BR,1,Shipwrecker,2,2,Creature,Pirate,"After this is blocked, deal 2 damage to your opponent.",ANG,,,
S,BR,3,Angrath’s Deathraider,4,3,Creature,Pirate,"Trample,
Debut: If your opponent was dealt damage this turn, draw a card.",ANG,,,
S,BR,1,Searing Chains,,,Artifact,,Activate: Deal 1 damage to your opponent.,ANG,,,
S,BR,,Hammer Home,,,Special,,Creatures you summon get +1/+0 if your opponent was dealt damage this turn.,ANG,,,
S,UB,2,Shadowmage Saboteur,2,3,Creature,Rogue,Attack: Double all Nightmares you attach this turn.,ASH,,,
S,UB,4,Shadowstag,4,5,Creature,Beast,Debut: Reduce the cost of each card in your hand that didn’t start in your deck by 1.,ASH,,,
S,UB,2,Extract Fear,,,Spell,,Draft a copy of a card from your opponent's starting deck and add it to your hand.,ASH,,,
S,UB,,Weave Nightmares,,,Special,,"After you add a card to your hand that did not start in your deck, or play one of those cards, attach a Nightmare to one of the top 15 cards of your opponent’s deck.,
,
After a card is drawn or milled, for each of your Nightmares attached to it, drain 1 your opponent.",ASH,,,
S,R,2,Fire Elemental,3,2,Creature,Elemental,Attack: Deal 2 damage to your opponent.,CHA,,,
